Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,206.75,209.7899932861328,206.27000427246094,209.77999877929688,209.55764770507812,12077100
2020-01-03,207.2100067138672,210.39999389648438,206.9499969482422,208.6699981689453,208.44883728027344,11188400
2020-01-06,206.6999969482422,212.77999877929688,206.52000427246094,212.60000610351562,212.3746795654297,17058900
2020-01-07,212.82000732421875,214.5800018310547,211.75,213.05999755859375,212.8341827392578,14912400
2020-01-08,213.0,216.24000549316406,212.61000061035156,215.22000122070312,214.9918975830078,13475000
2020-01-09,217.5399932861328,218.3800048828125,216.27999877929688,218.3000030517578,218.06863403320312,12642800
2020-01-10,219.1999969482422,219.8800048828125,217.4199981689453,218.05999755859375,217.82887268066406,12119400
2020-01-13,219.60000610351562,221.97000122070312,219.2100067138672,221.91000366210938,221.6748046875,14463400
2020-01-14,221.61000061035156,222.3800048828125,218.6300048828125,219.05999755859375,218.82781982421875,13288900
2020-01-15,220.61000061035156,221.67999267578125,220.13999938964844,221.14999389648438,220.9156036376953,10036500
2020-01-16,222.57000732421875,222.6300048828125,220.38999938964844,221.77000427246094,221.5349578857422,10015300
2020-01-17,222.02999877929688,222.2899932861328,220.52999877929688,222.13999938964844,221.90455627441406,15905900
2020-01-21,222.16000366210938,222.3699951171875,219.1199951171875,221.44000244140625,221.20530700683594,14275800
2020-01-22,222.30999755859375,222.75,221.27999877929688,221.32000732421875,221.08543395996094,12212800
2020-01-23,220.75,221.49000549316406,219.27000427246094,219.75999450683594,219.52706909179688,11195000
2020-01-24,220.8000030517578,221.77999877929688,216.11000061035156,217.94000244140625,217.70901489257812,11905800
2020-01-27,213.10000610351562,216.05999755859375,212.5,214.8699951171875,214.6422576904297,13810700
2020-01-28,216.13999938964844,218.74000549316406,213.52000427246094,217.7899932861328,217.5591583251953,13413800
2020-01-29,221.44000244140625,224.1999969482422,218.4499969482422,223.22999572753906,222.99339294433594,33181300
2020-01-30,206.52999877929688,211.42999267578125,204.75,209.52999877929688,209.30792236328125,48775500
2020-01-31,208.42999267578125,208.69000244140625,201.05999755859375,201.91000366210938,201.6959991455078,31359900
2020-02-03,203.44000244140625,205.13999938964844,202.5,204.19000244140625,203.9735870361328,15495600
2020-02-04,206.6199951171875,210.60000610351562,205.1999969482422,209.8300018310547,209.60760498046875,19628900
2020-02-05,212.50999450683594,212.72999572753906,208.7100067138672,210.11000061035156,209.88731384277344,12538200
